Date,Adj Close
2017/9/8,965.900024
2017/9/11,977.960022
2017/9/12,982.580017
2017/9/13,999.599976
2017/9/14,992.210022
2017/9/15,986.789978
2017/9/18,974.190002
2017/9/19,969.859985
2017/9/20,973.210022
2017/9/21,964.650024
2017/9/22,955.099976
2017/9/25,939.789978
2017/9/26,938.599976
2017/9/27,950.869995
2017/9/28,956.400024
2017/9/29,961.349976
2017/10/2,959.190002
2017/10/3,957.099976
2017/10/4,965.450012
2017/10/5,980.849976
2017/10/6,989.580017
2017/10/9,990.98999
2017/10/10,987.200012
2017/10/11,995
2017/10/12,1000.929993
2017/10/13,1002.940002
2017/10/16,1006.340027
2017/10/17,1009.130005
2017/10/18,997
2017/10/19,986.609985
2017/10/20,982.909973
2017/10/23,966.299988
2017/10/24,975.900024
2017/10/25,972.909973
2017/10/26,972.429993
2017/10/27,1100.949951
2017/10/30,1110.849976
2017/10/31,1105.280029
2017/11/1,1103.680054
2017/11/2,1094.219971
2017/11/3,1111.599976
2017/11/6,1120.660034
2017/11/7,1123.170044
2017/11/8,1132.880005
2017/11/9,1129.130005
2017/11/10,1125.349976
2017/11/13,1129.170044
2017/11/14,1136.839966
2017/11/15,1126.689941
2017/11/16,1137.290039
2017/11/17,1129.880005
2017/11/20,1126.310059
2017/11/21,1139.48999
2017/11/22,1156.160034
2017/11/24,1186
2017/11/27,1195.829956
2017/11/28,1193.599976
2017/11/29,1161.27002
2017/11/30,1176.75
2017/12/1,1162.349976
2017/12/4,1133.949951
2017/12/5,1141.569946
2017/12/6,1152.349976
2017/12/7,1159.790039
2017/12/8,1162
2017/12/11,1168.920044
2017/12/12,1165.079956
2017/12/13,1164.130005
2017/12/14,1174.26001
2017/12/15,1179.140015
2017/12/18,1190.579956
2017/12/19,1187.380005
2017/12/20,1177.619995
2017/12/21,1174.76001
2017/12/22,1168.359985
2017/12/26,1176.76001
2017/12/27,1182.26001
2017/12/28,1186.099976
2017/12/29,1169.469971
2018/1/2,1189.01001
2018/1/3,1204.199951
2018/1/4,1209.589966
2018/1/5,1229.140015
2018/1/8,1246.869995
2018/1/9,1252.699951
2018/1/10,1254.329956
2018/1/11,1276.680054
2018/1/12,1305.199951
