Date,Adj Close
2017/9/8,127.970001
2017/9/11,126.190002
2017/9/12,126.559998
2017/9/13,125.610001
2017/9/14,126.160004
2017/9/15,125.529999
2017/9/18,124.360001
2017/9/19,124.620003
2017/9/20,123.620003
2017/9/21,122.68
2017/9/22,123.239998
2017/9/25,124.529999
2017/9/26,123.139999
2017/9/27,121.980003
2017/9/28,122.209999
2017/9/29,121.580002
2017/10/2,120.769997
2017/10/3,120.830002
2017/10/4,121.169998
2017/10/5,120.519997
2017/10/6,121.089996
2017/10/9,122.080002
2017/10/10,122.400002
2017/10/11,122.790001
2017/10/12,122.889999
2017/10/13,123.82
2017/10/16,122.970001
2017/10/17,122.129997
2017/10/18,121.669998
2017/10/19,122.389999
2017/10/20,121.610001
2017/10/23,121.800003
2017/10/24,121.330002
2017/10/25,121.349998
2017/10/26,120.330002
2017/10/27,120.900002
2017/10/30,121.129997
2017/10/31,120.669998
2017/11/1,121.110001
2017/11/2,121.190002
2017/11/3,120.620003
2017/11/6,121.650002
2017/11/7,121.209999
2017/11/8,121.629997
2017/11/9,122.129997
2017/11/10,121.129997
2017/11/13,121.309998
2017/11/14,121.559998
2017/11/15,121.410004
2017/11/16,121.400002
2017/11/17,122.860001
2017/11/20,121.309998
2017/11/21,121.510002
2017/11/22,122.629997
2017/11/24,122.32
2017/11/27,122.830002
2017/11/28,122.809998
2017/11/29,122.040001
2017/11/30,121.099998
2017/12/1,121.589996
2017/12/4,121.18
2017/12/5,120.32
2017/12/6,120.07
2017/12/7,118.489998
2017/12/8,118.480003
2017/12/11,118.010002
2017/12/12,118.150002
2017/12/13,119.169998
2017/12/14,118.93
2017/12/15,119.18
2017/12/18,119.730003
2017/12/19,119.82
2017/12/20,120.139999
2017/12/21,120.309998
2017/12/22,120.940002
2017/12/26,121.769997
2017/12/27,122.230003
2017/12/28,122.849998
2017/12/29,123.650002
2018/1/2,125.150002
2018/1/3,124.82
2018/1/4,125.459999
2018/1/5,125.330002
2018/1/8,125.309998
2018/1/9,124.730003
2018/1/10,125.029999
2018/1/11,125.440002
2018/1/12,126.959999
2018/1/16,127.169998
2018/1/17,126.139999
2018/1/18,125.860001
2018/1/19,126.419998
2018/1/22,126.650002
2018/1/23,127.279999
2018/1/24,128.830002
2018/1/25,127.970001
2018/1/26,128.070007
2018/1/29,127.349998
2018/1/30,126.800003
2018/1/31,127.650002
2018/2/1,128.070007
2018/2/2,126.389999
2018/2/5,126.709999
2018/2/6,125.379997
2018/2/7,124.790001
2018/2/8,124.980003
2018/2/9,124.769997
2018/2/12,125.370003
2018/2/13,126.080002
2018/2/14,128.229996
2018/2/15,128.380005
2018/2/16,127.959999
2018/2/20,126.239998
2018/2/21,125.660004
2018/2/22,126.300003
2018/2/23,126.139999
2018/2/26,126.449997
2018/2/27,125.129997
2018/2/28,125
2018/3/1,124.720001
2018/3/2,125.389999
2018/3/5,125.18
2018/3/6,126.529999
2018/3/7,125.720001
2018/3/8,125.419998
2018/3/9,125.540001
2018/3/12,125.540001
2018/3/13,125.779999
2018/3/14,125.699997
2018/3/15,124.900002
2018/3/16,124.599998
2018/3/19,124.870003
2018/3/20,124.309998
2018/3/21,126.480003
2018/3/22,125.980003
2018/3/23,127.610001
2018/3/26,128.279999
2018/3/27,127.489998
2018/3/28,125.730003
2018/3/29,125.790001
2018/4/2,127.260002
2018/4/3,126.300003
2018/4/4,126.449997
2018/4/5,125.800003
2018/4/6,126.389999
2018/4/9,126.82
2018/4/10,127.120003
2018/4/11,128.110001
2018/4/12,126.620003
2018/4/13,127.449997
2018/4/16,127.629997
2018/4/17,127.75
2018/4/18,127.849998
2018/4/19,127.599998
2018/4/20,126.629997
2018/4/23,125.620003
2018/4/24,126.230003
2018/4/25,125.410004
2018/4/26,124.970001
2018/4/27,125.5
2018/4/30,124.589996
2018/5/1,123.709999
2018/5/2,123.650002
2018/5/3,124.279999
2018/5/4,124.540001
2018/5/7,124.57
2018/5/8,124.589996
2018/5/9,124.330002
2018/5/10,125.18
2018/5/11,125
2018/5/14,124.489998
2018/5/15,122.480003
2018/5/16,122.290001
2018/5/17,122.360001
2018/5/18,122.410004
2018/5/21,122.480003
2018/5/22,122.410004
2018/5/23,122.540001
2018/5/24,123.589996
2018/5/25,123.209999
2018/5/29,123.190002
2018/5/30,123.370003
2018/5/31,123.099998
2018/6/1,122.489998
2018/6/4,122.370003
2018/6/5,122.849998
2018/6/6,122.919998
2018/6/7,122.860001
2018/6/8,123.010002
2018/6/11,123.230003
2018/6/12,122.82
