Date,Adj Close
2017/9/8,170.949997
2017/9/11,173.509995
2017/9/12,172.960007
2017/9/13,173.050003
2017/9/14,170.960007
2017/9/15,171.639999
2017/9/18,170.009995
2017/9/19,172.520004
2017/9/20,172.169998
2017/9/21,171.110001
2017/9/22,170.539993
2017/9/25,162.869995
2017/9/26,164.210007
2017/9/27,167.679993
2017/9/28,168.729996
2017/9/29,170.869995
2017/10/2,169.470001
2017/10/3,169.960007
2017/10/4,168.419998
2017/10/5,171.240005
2017/10/6,172.229996
2017/10/9,172.5
2017/10/10,171.589996
2017/10/11,172.740005
2017/10/12,172.550003
2017/10/13,173.740005
2017/10/16,174.520004
2017/10/17,176.110001
2017/10/18,176.029999
2017/10/19,174.559998
2017/10/20,174.979996
2017/10/23,171.270004
2017/10/24,171.800003
2017/10/25,170.600006
2017/10/26,170.630005
2017/10/27,177.880005
2017/10/30,179.869995
2017/10/31,180.059998
2017/11/1,182.660004
2017/11/2,178.919998
2017/11/3,178.919998
2017/11/6,180.169998
2017/11/7,180.25
2017/11/8,179.559998
2017/11/9,179.300003
2017/11/10,178.460007
2017/11/13,178.770004
2017/11/14,178.070007
2017/11/15,177.949997
2017/11/16,179.589996
2017/11/17,179
2017/11/20,178.740005
2017/11/21,181.860001
2017/11/22,180.869995
2017/11/24,182.779999
2017/11/27,183.029999
2017/11/28,182.419998
2017/11/29,175.130005
2017/11/30,177.179993
2017/12/1,175.100006
2017/12/4,171.470001
2017/12/5,172.830002
2017/12/6,176.059998
2017/12/7,180.139999
2017/12/8,179
2017/12/11,179.039993
2017/12/12,176.960007
2017/12/13,178.300003
2017/12/14,178.389999
2017/12/15,180.179993
2017/12/18,180.820007
2017/12/19,179.509995
2017/12/20,177.889999
2017/12/21,177.449997
2017/12/22,177.199997
2017/12/26,175.990005
2017/12/27,177.619995
2017/12/28,177.919998
2017/12/29,176.460007
2018/1/2,181.419998
2018/1/3,184.669998
2018/1/4,184.330002
2018/1/5,186.850006
2018/1/8,188.279999
2018/1/9,187.869995
2018/1/10,187.839996
2018/1/11,187.770004
2018/1/12,179.369995
2018/1/16,178.389999
2018/1/17,177.600006
2018/1/18,179.800003
2018/1/19,181.289993
2018/1/22,185.369995
2018/1/23,189.350006
2018/1/24,186.550003
2018/1/25,187.479996
2018/1/26,190
2018/1/29,185.979996
2018/1/30,187.119995
2018/1/31,186.889999
2018/2/1,193.089996
2018/2/2,190.279999
2018/2/5,181.259995
2018/2/6,185.309998
2018/2/7,180.179993
2018/2/8,171.580002
2018/2/9,176.110001
2018/2/12,176.410004
2018/2/13,173.149994
2018/2/14,179.520004
2018/2/15,179.960007
2018/2/16,177.360001
2018/2/20,176.009995
2018/2/21,177.910004
2018/2/22,178.990005
2018/2/23,183.289993
2018/2/26,184.929993
2018/2/27,181.460007
2018/2/28,178.320007
2018/3/1,175.940002
2018/3/2,176.619995
2018/3/5,180.399994
2018/3/6,179.779999
2018/3/7,183.710007
2018/3/8,182.339996
2018/3/9,185.229996
2018/3/12,184.759995
2018/3/13,181.880005
2018/3/14,184.190002
2018/3/15,183.860001
2018/3/16,185.089996
2018/3/19,172.559998
2018/3/20,168.149994
2018/3/21,169.389999
2018/3/22,164.889999
2018/3/23,159.389999
2018/3/26,160.059998
2018/3/27,152.220001
2018/3/28,153.029999
2018/3/29,159.789993
2018/4/2,155.389999
2018/4/3,156.110001
2018/4/4,155.100006
2018/4/5,159.339996
2018/4/6,157.199997
2018/4/9,157.929993
2018/4/10,165.039993
2018/4/11,166.320007
2018/4/12,163.869995
2018/4/13,164.520004
2018/4/16,164.830002
2018/4/17,168.660004
2018/4/18,166.360001
2018/4/19,168.100006
2018/4/20,166.279999
2018/4/23,165.839996
2018/4/24,159.690002
2018/4/25,159.690002
2018/4/26,174.160004
2018/4/27,173.589996
2018/4/30,172
2018/5/1,173.860001
2018/5/2,176.070007
2018/5/3,174.020004
2018/5/4,176.610001
2018/5/7,177.970001
2018/5/8,178.919998
2018/5/9,182.660004
2018/5/10,185.529999
2018/5/11,186.990005
2018/5/14,186.639999
2018/5/15,184.320007
2018/5/16,183.199997
2018/5/17,183.759995
2018/5/18,182.679993
2018/5/21,184.490005
2018/5/22,183.800003
2018/5/23,186.899994
2018/5/24,185.929993
2018/5/25,184.919998
2018/5/29,185.740005
2018/5/30,187.669998
2018/5/31,191.779999
2018/6/1,193.990005
2018/6/4,193.279999
2018/6/5,192.940002
2018/6/6,191.339996
2018/6/7,188.179993
2018/6/8,189.100006
2018/6/11,191.539993
2018/6/12,192.399994
2018/6/13,192.410004
2018/6/14,196.809998
2018/6/15,195.850006
2018/6/18,198.309998
2018/6/19,197.490005
2018/6/20,202
2018/6/21,201.5
2018/6/22,201.740005
2018/6/25,196.350006
2018/6/26,199
2018/6/27,195.839996
2018/6/28,196.229996
2018/6/29,194.320007
2018/7/2,197.360001
2018/7/3,192.729996
2018/7/5,198.449997
2018/7/6,203.229996
2018/7/9,204.740005
2018/7/10,203.539993
2018/7/11,202.539993
2018/7/12,206.919998
2018/7/13,207.320007
2018/7/16,207.229996
2018/7/17,209.990005
2018/7/18,209.360001
2018/7/19,208.089996
2018/7/20,209.940002
2018/7/23,210.910004
2018/7/24,214.669998
2018/7/25,217.5
2018/7/26,176.259995
2018/7/27,174.889999
2018/7/30,171.059998
2018/7/31,172.580002
2018/8/1,171.649994
2018/8/2,176.369995
2018/8/3,177.779999
2018/8/6,185.690002
2018/8/7,183.809998
2018/8/8,185.179993
2018/8/9,183.089996
2018/8/10,180.259995
2018/8/13,180.050003
2018/8/14,181.110001
2018/8/15,179.529999
2018/8/16,174.699997
2018/8/17,173.800003
2018/8/20,172.5
2018/8/21,172.619995
2018/8/22,173.639999
2018/8/23,172.899994
2018/8/24,174.649994
2018/8/27,177.460007
2018/8/28,176.259995
2018/8/29,175.899994
2018/8/30,177.639999
2018/8/31,175.729996
2018/9/4,171.160004
2018/9/5,167.179993
2018/9/6,162.529999
2018/9/7,163.039993
